Customer_ID,Age,Gender,Occupation,Income_Bracket,Family_Size,Marital_Status,Education_Level,Region,Monthly_Revenue,CLTV,Avg_Monthly_Data_Usage_GB,Avg_Call_Duration_Minutes,Monthly_Transactions,Churn_Status,Subscription_Type,Retention_Offers_Availed,Feedback_Score,Preferred_Product_Type,Peak_Usage_Time,Last_Interaction_Days,Number_of_Complaints,Payment_Method,Bill_Payment_Timeliness,Outstanding_Balance,Loyalty_Points,Campaign_Responses,Social_Media_Activity,Network_Complaints,Service_Downtime_Impact
CUST_00103,20,Male,Unemployed,$50K–$100K,3,Single,High School,West,651.0463323267356,7571.2783069472725,153.51915627617095,19.010166094228047,43,No,Postpaid,0,7,Data-Only Plan,Afternoon,89,6,UPI,Late by <5 Days,313.1823668064565,300,3,High,6,Medium
CUST_00104,21,Female,Student,<$50K,4,Divorced,PhD,West,973.299853498763,10954.026985392786,158.3000181885528,57.69968010579199,15,No,Postpaid,4,5,Voice Plan,Morning,299,2,Net Banking,On Time,213.64470625632853,592,5,Low,9,Low
CUST_00105,23,Male,Unemployed,$50K–$100K,1,Married,PhD,North,881.9729298631778,16397.39213149407,13.69688054232975,32.871948142794835,39,No,Postpaid,3,2,Voice Plan,Evening,165,8,Debit Card,On Time,28.060742240588187,543,8,Moderate,0,Low
CUST_00106,20,Female,Professional,$50K–$100K,2,Married,Bachelors,South,788.5696264622345,13670.70999445332,13.282494396993325,37.814607360981526,27,No,Corporate Plan,1,4,Voice Plan,Afternoon,204,9,Net Banking,On Time,272.15598015611323,844,3,Moderate,2,Low
CUST_00107,55,Female,Unemployed,<$50K,4,Single,Masters,West,452.9789056099119,1882.0615868189063,106.87524160540043,42.76193391107357,41,No,Prepaid,4,8,Data-Only Plan,Evening,54,4,Debit Card,Late by <5 Days,261.37392286381106,733,3,Moderate,7,Low
CUST_00108,19,Male,Student,$50K–$100K,3,Married,PhD,East,939.5773693295714,11308.390007459553,89.24942873155253,47.937557742657745,30,No,Family Plan,2,3,Voice-Data Plan,Evening,206,8,Credit Card,Late by >5 Days,436.0435990022313,330,2,High,9,High
CUST_00109,40,Female,Unemployed,<$50K,3,Married,High School,South,115.38255796860643,3598.315701910167,83.86111204547983,29.53232828148257,12,No,Prepaid,4,1,Voice Plan,Night,162,0,UPI,Late by >5 Days,409.46094112784454,289,5,High,1,Medium
CUST_00110,44,Male,Unemployed,$50K–$100K,3,Single,High School,South,427.9395038192396,18995.500539517776,74.97215611789366,19.227424077416757,49,No,Postpaid,2,1,Voice Plan,Night,276,3,Credit Card,Late by <5 Days,98.29361693126421,265,0,High,1,Low
CUST_00111,58,Female,Retired,$50K–$100K,1,Single,PhD,North,200.37855499192202,13105.143551652442,184.93913636421883,6.969780366445772,14,No,Prepaid,4,6,Data-Only Plan,Morning,98,4,Credit Card,Late by <5 Days,404.77667415511365,790,1,Low,4,High
CUST_00112,58,Female,Professional,>$100K,1,Divorced,High School,East,191.9540663342877,4465.419324774346,73.23828567842412,5.306173815358308,45,Yes,Corporate Plan,0,6,Data-Only Plan,Night,346,7,UPI,On Time,252.2567770628513,298,5,High,2,Medium
CUST_00113,21,Female,Student,<$50K,1,Single,High School,East,745.7402977654867,7245.097741446605,196.9836422780248,17.13912892757821,21,No,Postpaid,2,8,Voice-Data Plan,Afternoon,229,1,UPI,Late by >5 Days,390.12966458281085,266,6,Low,4,Low
CUST_00114,24,Female,Retired,$50K–$100K,5,Divorced,Masters,North,92.23779207632019,4685.985678004459,42.32642879723861,32.63023358580689,45,No,Prepaid,0,4,Voice Plan,Night,265,8,UPI,Late by >5 Days,237.05758232481395,681,2,High,9,Medium
CUST_00115,57,Female,Professional,<$50K,3,Single,PhD,South,947.7339768050692,2238.488985799996,119.92409874205275,43.786904627143244,33,Yes,Family Plan,2,7,Voice-Data Plan,Afternoon,192,7,Credit Card,Late by <5 Days,238.4383280689026,964,9,Moderate,7,Medium
CUST_00116,31,Female,Student,$50K–$100K,1,Divorced,Bachelors,North,72.52119148106945,2794.6093061725496,81.53630601805601,32.05657606244553,36,No,Prepaid,4,6,Voice-Data Plan,Afternoon,54,7,Net Banking,On Time,105.2681866895655,850,7,High,2,Low
CUST_00117,61,Female,Student,$50K–$100K,1,Married,Bachelors,West,930.8071788918669,9742.607820494586,139.68695209066237,13.591304887200147,36,No,Prepaid,4,1,Voice Plan,Night,322,8,Debit Card,Late by <5 Days,402.3902297091885,472,1,Low,7,Medium
CUST_00118,49,Male,Unemployed,>$100K,3,Single,High School,North,308.7073609306689,12256.138805988105,143.17481859081127,30.571754770579172,6,No,Prepaid,4,8,Data-Only Plan,Night,343,2,Credit Card,On Time,247.28159548800548,606,5,Low,4,Low
CUST_00119,30,Male,Retired,>$100K,5,Single,High School,West,316.07484054234203,12887.863899429218,118.72175407810214,15.64641618743241,41,No,Prepaid,2,8,Data-Only Plan,Afternoon,349,6,Credit Card,On Time,440.3490300901325,690,0,High,9,Low
CUST_00120,32,Female,Student,<$50K,1,Divorced,PhD,North,648.8517437645218,6645.101425529434,75.3957975700103,24.006715177362647,22,No,Family Plan,2,4,Voice-Data Plan,Morning,277,7,Credit Card,On Time,444.02512345613013,351,8,Low,2,Low
CUST_00121,61,Male,Professional,<$50K,2,Divorced,High School,South,527.4216768251367,11670.532666307976,159.10576719189217,51.66120717214662,45,No,Prepaid,2,8,Data-Only Plan,Evening,296,0,Debit Card,Late by <5 Days,345.45134191237906,327,3,High,1,Low
CUST_00122,56,Female,Retired,$50K–$100K,1,Divorced,Masters,West,564.3023079836668,2755.853993122555,116.30380720072382,36.47436451188301,44,No,Family Plan,3,10,Voice Plan,Morning,92,9,UPI,Late by >5 Days,169.06488319116082,808,4,High,8,Low
CUST_00123,58,Female,Professional,$50K–$100K,2,Married,PhD,East,112.43285419310075,14207.788881365741,76.56178860555677,55.99524139941167,22,No,Family Plan,1,4,Data-Only Plan,Evening,283,7,Net Banking,On Time,31.516564144819903,254,9,Moderate,8,Low
CUST_00124,28,Female,Unemployed,<$50K,1,Single,Bachelors,East,167.57414126987223,1663.9289196853815,19.4463372474315,14.636496081147307,7,Yes,Corporate Plan,1,3,Voice-Data Plan,Morning,117,4,Credit Card,Late by >5 Days,38.122263885954354,839,5,Moderate,1,High
CUST_00125,28,Female,Student,<$50K,3,Divorced,Bachelors,South,191.74069505178662,14905.570942707458,196.65075520746007,54.57786135073857,3,No,Corporate Plan,1,8,Voice Plan,Morning,230,9,Net Banking,On Time,130.0804336463759,794,4,Moderate,1,High
CUST_00126,47,Female,Student,$50K–$100K,1,Married,Bachelors,North,569.1225566745632,14569.441162556852,118.25399835915096,2.830451876774267,22,No,Prepaid,2,7,Voice Plan,Afternoon,14,4,Credit Card,On Time,364.5635509917228,774,6,High,7,High
CUST_00127,52,Male,Retired,$50K–$100K,1,Divorced,PhD,North,573.3034392075886,15025.709345928148,9.419350636276437,53.77567956896124,19,Yes,Postpaid,3,3,Data-Only Plan,Morning,266,2,Debit Card,On Time,292.15762210795367,547,8,Moderate,9,Low
CUST_00128,42,Male,Unemployed,<$50K,4,Divorced,PhD,East,966.1318998982956,17842.04707274103,171.29434942568196,11.034107151305163,11,Yes,Family Plan,2,9,Voice-Data Plan,Afternoon,117,1,Debit Card,Late by <5 Days,285.94457078453445,441,8,Low,2,High
CUST_00129,62,Female,Unemployed,<$50K,3,Married,PhD,West,125.33312080439619,3139.08525116055,170.92021244922242,2.1719538539404755,34,No,Corporate Plan,4,2,Voice Plan,Evening,318,0,Debit Card,Late by <5 Days,329.94764119104775,307,2,High,7,Medium
CUST_00130,38,Male,Student,<$50K,1,Divorced,Bachelors,South,379.9373353363427,2578.637492768489,88.73553268618606,49.008143982974175,39,No,Corporate Plan,3,10,Voice Plan,Night,335,4,Debit Card,On Time,238.66663077158955,406,2,Moderate,2,High
CUST_00131,59,Male,Student,<$50K,1,Married,Bachelors,West,508.0270492619658,7424.0612349372295,89.05189139184645,47.21837230839641,17,Yes,Corporate Plan,4,6,Voice-Data Plan,Evening,256,9,Net Banking,Late by <5 Days,222.0463012988178,653,0,Low,1,Low
CUST_00132,29,Male,Unemployed,<$50K,1,Single,Masters,North,476.9191500896997,14080.44096905334,173.81924849286548,55.740988107610434,42,No,Prepaid,4,1,Voice Plan,Morning,123,6,Debit Card,On Time,303.84240848666303,391,5,High,4,Medium
CUST_00133,54,Male,Retired,<$50K,5,Married,Bachelors,East,546.8350211820627,19071.735409496872,95.19926335634254,34.02823602205698,31,Yes,Family Plan,2,8,Voice Plan,Morning,307,0,Debit Card,Late by <5 Days,45.604349976986484,909,3,Moderate,8,Medium
CUST_00134,32,Female,Unemployed,>$100K,1,Divorced,Bachelors,South,77.54642546547359,7206.27785009581,179.8214488834342,21.792609958944976,41,No,Prepaid,1,7,Voice Plan,Night,328,9,Debit Card,Late by <5 Days,336.94126804265335,59,7,Moderate,2,Low
CUST_00135,45,Female,Student,$50K–$100K,3,Single,PhD,West,79.9943010487473,12281.517654331836,12.462997687140806,50.56113192056491,45,Yes,Family Plan,1,10,Voice-Data Plan,Morning,79,6,Debit Card,Late by <5 Days,187.13141488395897,379,6,High,2,Medium
CUST_00136,23,Female,Student,>$100K,1,Married,Masters,North,633.2814579438486,3686.0011476372883,168.008934150361,37.85316866076257,12,No,Prepaid,2,5,Voice Plan,Morning,132,6,Credit Card,Late by <5 Days,222.01870622564184,741,4,Moderate,8,High
CUST_00137,45,Female,Professional,<$50K,3,Single,Masters,West,313.8018558580563,6706.391318661857,168.1085642674483,18.720362606991237,18,No,Postpaid,3,7,Voice-Data Plan,Afternoon,256,1,Debit Card,Late by >5 Days,345.9270732587757,17,6,Low,0,Low
CUST_00138,39,Male,Student,$50K–$100K,2,Single,Masters,West,884.6507033057629,18743.433651735828,183.08642634366743,22.268545800085622,25,Yes,Postpaid,2,10,Voice-Data Plan,Night,106,9,Credit Card,Late by >5 Days,331.67727626171046,581,0,Moderate,8,High
CUST_00139,22,Male,Unemployed,$50K–$100K,1,Divorced,PhD,North,595.6202955209411,19113.532210738296,55.753207634431156,12.001828352704276,36,No,Prepaid,1,1,Voice-Data Plan,Morning,360,7,Credit Card,Late by <5 Days,69.52319734724976,780,9,High,6,Medium
CUST_00140,34,Male,Unemployed,$50K–$100K,2,Divorced,Masters,West,934.2568597450775,10433.509472344072,157.30706803277914,12.080806528515883,30,Yes,Prepaid,3,5,Voice Plan,Morning,231,1,Net Banking,On Time,402.2794621349282,55,9,Moderate,6,High
CUST_00141,49,Female,Retired,$50K–$100K,5,Married,PhD,South,519.2662669465903,6568.834121352192,122.53713863946118,58.25329874130145,38,Yes,Corporate Plan,3,9,Voice Plan,Morning,74,8,Debit Card,Late by >5 Days,40.77023773492966,559,7,High,4,Medium
CUST_00142,45,Female,Unemployed,<$50K,3,Married,Masters,South,99.8111806596242,7779.742978678351,189.01406233875326,33.322646074773516,8,No,Corporate Plan,4,2,Data-Only Plan,Morning,317,5,UPI,On Time,284.984476305251,809,4,Low,2,High
CUST_00143,47,Female,Student,<$50K,3,Married,High School,West,470.5185870565469,6314.247201039656,169.42840917980098,2.5189609477466846,21,Yes,Family Plan,3,2,Voice-Data Plan,Afternoon,85,1,Credit Card,On Time,49.10451581795944,818,8,High,2,Low
CUST_00144,53,Female,Unemployed,$50K–$100K,4,Married,High School,North,586.5759100994953,5809.585433616897,129.38229936560734,22.247963234416744,20,No,Postpaid,0,7,Voice Plan,Afternoon,339,8,UPI,Late by <5 Days,243.4933823527492,867,0,High,4,Low
CUST_00145,36,Female,Retired,$50K–$100K,3,Single,Masters,South,834.3428100844263,12519.975526121432,187.6485378527901,53.87728713631976,1,No,Postpaid,1,9,Voice Plan,Night,242,2,Credit Card,Late by <5 Days,476.2111487089912,845,5,Moderate,2,High
CUST_00146,25,Female,Professional,$50K–$100K,2,Single,Masters,North,886.9932778813329,4239.241704145657,89.5883145027114,6.190974364668029,7,No,Postpaid,0,3,Voice-Data Plan,Evening,271,8,Credit Card,Late by <5 Days,276.03305779576914,601,4,High,5,Low
CUST_00147,26,Female,Retired,<$50K,4,Single,High School,West,191.5346110541958,17688.79553550782,166.42489254668118,38.814864357668554,44,No,Corporate Plan,0,1,Data-Only Plan,Afternoon,205,7,Debit Card,Late by <5 Days,98.3658666637297,945,3,Moderate,2,Medium
CUST_00148,33,Female,Unemployed,$50K–$100K,4,Divorced,High School,West,944.8518337281209,16848.030237313436,63.12647916567476,53.34171907057733,47,No,Postpaid,2,9,Voice Plan,Night,110,3,Debit Card,On Time,232.75846726735932,578,3,Moderate,8,High
CUST_00149,45,Male,Retired,<$50K,4,Single,PhD,East,900.3103130083971,17984.310767888084,153.2406223199055,57.457402113461555,37,No,Family Plan,3,2,Voice-Data Plan,Night,30,0,Debit Card,Late by >5 Days,374.92113804794053,205,6,Low,9,Low
CUST_00150,55,Male,Unemployed,$50K–$100K,3,Single,PhD,North,631.4577564193987,18891.917866727545,174.01207342823506,46.82528189082839,25,No,Corporate Plan,0,9,Voice-Data Plan,Evening,343,7,Debit Card,On Time,490.86247944209856,599,0,Low,5,High
CUST_00151,29,Female,Unemployed,$50K–$100K,3,Single,Masters,North,323.9978101658146,18671.742469334247,86.97104186804087,13.796765207495,12,No,Prepaid,0,6,Voice-Data Plan,Afternoon,360,3,Net Banking,Late by <5 Days,47.216916419697,954,6,Moderate,1,Low
CUST_00152,38,Male,Professional,<$50K,3,Divorced,PhD,West,411.7739191012441,17421.29375689989,176.69273482460858,49.377291660335274,30,No,Family Plan,1,6,Voice-Data Plan,Morning,69,6,UPI,Late by >5 Days,77.2755716938972,608,4,Low,4,Low
CUST_00153,57,Female,Unemployed,$50K–$100K,3,Married,PhD,South,936.6525317665738,13417.878701682366,132.17076767412146,21.33178084002973,9,No,Postpaid,4,6,Data-Only Plan,Night,350,1,Net Banking,On Time,350.67198174965284,405,5,Low,9,High
CUST_00154,54,Female,Retired,<$50K,4,Divorced,High School,West,837.9640636293456,1052.8858661814752,96.60239174857747,26.558514497065083,31,No,Family Plan,2,5,Voice Plan,Night,275,1,Debit Card,Late by <5 Days,413.14872728537296,870,5,High,4,Medium
CUST_00155,48,Male,Retired,$50K–$100K,5,Divorced,Bachelors,East,570.535874604001,10289.345386508678,29.49000230482149,16.656875206699777,26,No,Corporate Plan,3,5,Voice Plan,Night,299,7,Credit Card,Late by >5 Days,299.1064061301,988,6,Moderate,9,Low
CUST_00156,48,Female,Unemployed,<$50K,4,Married,Masters,North,89.12793959909257,1032.4656255738382,74.31073392194027,8.256226258133527,19,No,Prepaid,2,2,Voice Plan,Night,212,0,UPI,Late by >5 Days,345.3352122769569,8,9,Moderate,6,High
CUST_00157,38,Male,Retired,$50K–$100K,3,Divorced,PhD,West,101.15679558560808,19985.450163532183,74.19203820242267,11.320688797238079,7,No,Corporate Plan,2,2,Voice Plan,Afternoon,197,2,UPI,On Time,497.39986915343485,491,4,Low,5,High
CUST_00158,25,Female,Student,$50K–$100K,2,Married,Bachelors,North,676.0326576837504,13385.880659613475,24.9499916666935,54.42769766423145,37,Yes,Family Plan,0,4,Data-Only Plan,Afternoon,80,1,Credit Card,Late by <5 Days,25.82504678749342,642,6,Moderate,0,Medium
CUST_00159,63,Male,Retired,$50K–$100K,2,Single,Masters,North,550.3746883603109,14204.845517654123,22.088572604151796,56.40650249514051,3,No,Family Plan,1,9,Voice Plan,Evening,31,5,UPI,On Time,415.08249108534335,507,9,High,4,High
CUST_00160,42,Male,Professional,<$50K,1,Married,Masters,East,712.5753512429927,5010.811420774119,187.15462665001863,6.733637252577309,33,No,Prepaid,0,4,Data-Only Plan,Night,156,7,Credit Card,Late by >5 Days,452.91816690759055,211,6,High,0,Medium
CUST_00161,44,Female,Unemployed,>$100K,1,Married,PhD,East,996.4726318544448,8590.796808327359,101.25607904498166,29.05206625415745,20,No,Family Plan,4,2,Data-Only Plan,Morning,256,6,Net Banking,On Time,218.46202002592057,335,3,Low,1,Low
CUST_00162,55,Female,Student,$50K–$100K,3,Single,Bachelors,South,424.028830074654,11828.402363896404,153.7978237145048,21.363480770892682,30,Yes,Postpaid,4,9,Voice Plan,Night,363,4,UPI,Late by <5 Days,113.76197123015147,875,3,High,3,High
CUST_00163,48,Male,Unemployed,$50K–$100K,1,Single,Bachelors,West,865.8209953944661,5821.744957941287,39.54596251108259,21.311225237648788,28,No,Family Plan,0,8,Voice Plan,Evening,207,2,Net Banking,Late by >5 Days,15.37080803151264,941,0,High,0,High
CUST_00164,57,Male,Student,<$50K,3,Married,Bachelors,East,244.81021373102232,6924.724951319244,75.97719295741062,39.106379385837464,15,No,Prepaid,3,1,Voice Plan,Afternoon,79,9,Debit Card,Late by <5 Days,123.76138681852584,575,7,Low,3,Medium
CUST_00165,27,Male,Professional,<$50K,5,Divorced,Masters,East,472.3228750525966,11216.968340813864,47.69903801003163,4.031334144500974,15,No,Family Plan,2,1,Voice-Data Plan,Evening,170,7,Net Banking,Late by <5 Days,150.2291116680527,578,7,High,8,Medium
CUST_00166,48,Female,Unemployed,$50K–$100K,4,Single,Bachelors,East,793.5907304526236,8647.382647184328,84.12741270635783,50.19591753337713,8,No,Postpaid,0,1,Voice Plan,Evening,183,3,Net Banking,Late by >5 Days,154.9769336488596,555,9,Moderate,2,Low
CUST_00167,52,Male,Retired,<$50K,2,Divorced,PhD,South,724.9595028708351,12514.594688174428,139.583399459233,8.427834449891744,37,No,Corporate Plan,0,6,Voice-Data Plan,Afternoon,249,4,UPI,On Time,226.40845063206112,501,0,Moderate,5,High
CUST_00168,36,Female,Unemployed,<$50K,1,Single,PhD,West,56.45774253039144,12981.487798429314,171.49632080169448,28.04442124551656,21,No,Prepaid,4,3,Voice-Data Plan,Evening,214,5,Debit Card,On Time,485.3684927407013,420,0,Moderate,7,Low
CUST_00169,46,Female,Unemployed,<$50K,2,Divorced,Masters,East,799.1230932974153,4958.242192643472,103.77374072957846,56.78077641309936,32,No,Prepaid,4,2,Voice-Data Plan,Afternoon,143,3,Credit Card,Late by >5 Days,203.72397899207172,574,4,Moderate,5,High
CUST_00170,19,Male,Professional,>$100K,4,Married,Bachelors,East,805.4981507319926,9379.434325623439,100.27831921032038,53.32454327552405,16,No,Corporate Plan,3,2,Voice-Data Plan,Evening,326,4,Debit Card,On Time,28.923917968520062,709,6,Low,7,Low
CUST_00171,27,Female,Professional,$50K–$100K,2,Single,High School,North,262.19838250905985,8652.078440118046,19.623065504406597,4.0064649730186925,36,No,Family Plan,4,4,Voice Plan,Night,20,7,Credit Card,Late by >5 Days,386.3386946090299,876,0,Moderate,9,Low
CUST_00172,35,Female,Retired,>$100K,5,Married,PhD,East,873.9152399018966,7719.3302707562,64.46228416455565,17.978126039913292,44,No,Prepaid,0,10,Voice Plan,Afternoon,31,8,Debit Card,On Time,484.93120901915154,944,3,High,9,Low
CUST_00173,50,Female,Student,$50K–$100K,3,Divorced,High School,West,109.87648788245865,11741.1581165121,65.30269454150879,21.298849618777535,8,No,Prepaid,1,7,Voice-Data Plan,Afternoon,205,5,Net Banking,On Time,162.2851862235679,933,3,High,5,High
CUST_00174,20,Male,Professional,<$50K,4,Divorced,Masters,West,400.89074528127065,12388.548916871536,175.57579215327723,32.88008021328196,44,Yes,Family Plan,0,10,Data-Only Plan,Evening,141,0,UPI,Late by <5 Days,319.68701973846765,322,0,Low,4,High
CUST_00175,35,Female,Unemployed,$50K–$100K,1,Divorced,PhD,East,787.5434001443416,10046.754869380611,185.99303969853412,52.87879473474041,21,No,Corporate Plan,1,2,Voice-Data Plan,Morning,171,1,Debit Card,Late by >5 Days,77.31706324008275,471,0,Low,9,Low
CUST_00176,61,Male,Professional,<$50K,5,Married,Bachelors,North,709.4646562137094,2280.820863791477,194.4729782600918,42.46670894313999,36,No,Corporate Plan,2,4,Voice-Data Plan,Evening,242,8,Credit Card,Late by <5 Days,335.00697623824396,792,1,High,2,High
CUST_00177,38,Male,Professional,$50K–$100K,2,Divorced,Masters,South,130.678948822608,6686.411022762731,186.6919108686638,25.148561442369445,38,No,Family Plan,1,2,Data-Only Plan,Morning,157,2,UPI,On Time,406.77039213840976,548,6,High,4,Low
CUST_00178,41,Female,Professional,>$100K,1,Single,High School,South,157.80398067548214,4469.1232480122035,116.43959692559517,37.059434533544426,37,No,Prepaid,0,9,Data-Only Plan,Night,333,5,UPI,Late by >5 Days,293.7912455148961,962,2,Moderate,8,Low
CUST_00179,53,Female,Student,<$50K,1,Single,High School,West,391.8878572014617,3961.157348795165,55.02305126412207,40.3855799995175,24,Yes,Postpaid,4,8,Data-Only Plan,Morning,264,0,Debit Card,Late by >5 Days,242.53582624789033,49,2,Low,4,Medium
CUST_00180,56,Male,Professional,<$50K,4,Single,PhD,South,553.0419115231649,11818.135685457784,54.68216464627921,31.29062055257818,39,No,Prepaid,0,1,Voice Plan,Afternoon,342,5,Debit Card,Late by <5 Days,171.89769709652214,504,6,High,9,High
CUST_00181,32,Female,Student,$50K–$100K,2,Single,High School,North,323.4504312536576,11643.164402380184,109.3904532027687,45.37225208459466,30,No,Postpaid,3,6,Data-Only Plan,Evening,330,9,UPI,On Time,57.620607561215174,824,4,Moderate,4,High
CUST_00182,39,Male,Retired,>$100K,2,Divorced,PhD,South,380.95798831705895,15011.126321629097,139.23582881807943,33.67482241585979,41,Yes,Prepaid,0,2,Voice-Data Plan,Morning,83,8,Net Banking,On Time,164.98133750194822,170,2,Low,8,Medium
CUST_00183,62,Male,Unemployed,$50K–$100K,1,Single,PhD,East,732.8462744222832,6172.983168177003,128.27065018726086,2.694059741453917,41,Yes,Family Plan,0,5,Data-Only Plan,Evening,204,5,Debit Card,On Time,46.284105296534925,289,7,High,9,Medium
CUST_00184,36,Male,Professional,$50K–$100K,4,Married,PhD,North,372.4124196034087,13596.11067394934,82.80280386974523,58.33225644147715,23,No,Family Plan,1,5,Voice-Data Plan,Afternoon,319,4,Net Banking,Late by <5 Days,418.928505031148,736,5,High,7,High
CUST_00185,59,Female,Retired,$50K–$100K,1,Divorced,PhD,East,413.61422902384174,10297.650963823404,193.3707270202809,51.15608326399883,24,No,Corporate Plan,1,7,Voice Plan,Morning,361,0,Net Banking,Late by >5 Days,396.8604959405029,478,5,High,3,Low
CUST_00186,34,Male,Retired,>$100K,2,Married,Bachelors,East,120.3905294628176,19188.649894326427,52.71516879291467,1.1510981920541958,44,No,Postpaid,1,2,Data-Only Plan,Morning,114,8,Net Banking,Late by >5 Days,129.24706154218762,114,5,Moderate,2,Medium
CUST_00187,46,Female,Unemployed,<$50K,1,Divorced,High School,East,558.092943652131,12279.034014152829,102.07071324960307,28.013741319520165,9,No,Family Plan,0,2,Voice Plan,Afternoon,214,8,Credit Card,Late by >5 Days,267.1494170274116,978,4,High,1,High
CUST_00188,26,Male,Retired,$50K–$100K,5,Single,PhD,South,934.2549146124353,10972.678894799683,86.84489212968842,23.545721254938975,33,No,Family Plan,2,1,Data-Only Plan,Evening,257,0,Net Banking,Late by >5 Days,306.671820194026,720,4,Moderate,8,Low
CUST_00189,60,Male,Unemployed,>$100K,2,Divorced,High School,South,367.20804320028844,18508.828753472608,52.54003419661921,55.12309717046802,7,No,Postpaid,4,3,Voice-Data Plan,Night,362,2,Net Banking,Late by >5 Days,205.52284461733223,491,2,Low,8,Medium
CUST_00190,26,Female,Professional,<$50K,4,Married,Masters,North,869.3083119040867,14673.974172739512,141.75670337643754,57.36719018274994,26,No,Postpaid,0,2,Voice Plan,Night,207,0,Debit Card,Late by <5 Days,325.7122279209583,55,2,High,4,Medium
CUST_00191,32,Female,Professional,>$100K,1,Divorced,Masters,East,671.0064297048804,1529.9265842183163,117.82348899485157,3.125537575485345,29,Yes,Family Plan,2,7,Voice Plan,Morning,125,6,Net Banking,On Time,186.1136726220654,719,3,Moderate,8,Low
CUST_00192,38,Female,Professional,$50K–$100K,3,Married,Bachelors,West,268.04480021782393,14113.059652966807,110.796318869808,25.648094935638458,17,No,Postpaid,3,7,Voice-Data Plan,Night,270,3,Net Banking,Late by <5 Days,3.1624563163732966,802,7,Low,0,Low
CUST_00193,30,Female,Student,$50K–$100K,3,Single,High School,East,456.9665270247218,6270.617654454018,126.85939261956142,9.922781547260906,40,No,Postpaid,2,2,Data-Only Plan,Afternoon,161,9,Net Banking,Late by <5 Days,89.94328326375928,743,1,Moderate,5,High
CUST_00194,43,Female,Professional,>$100K,4,Divorced,PhD,North,505.7000387343351,9056.112342322509,98.07857986679642,21.025012647308756,47,No,Family Plan,2,1,Data-Only Plan,Evening,19,2,Net Banking,Late by <5 Days,471.7797509703462,423,9,High,1,Medium
CUST_00195,38,Male,Student,<$50K,5,Married,PhD,East,501.4946756549047,3843.913504706803,183.51756088502242,16.987145156492417,17,No,Family Plan,0,8,Voice Plan,Afternoon,130,2,Net Banking,Late by >5 Days,137.9873979911731,942,2,Moderate,7,Medium
CUST_00196,22,Male,Student,<$50K,4,Married,Bachelors,West,678.3348962683071,8668.41009306514,42.623823603475046,59.52670748392468,40,No,Prepaid,4,10,Data-Only Plan,Morning,153,9,Debit Card,Late by <5 Days,429.3412358914773,213,4,Moderate,7,High
CUST_00197,29,Female,Student,$50K–$100K,5,Married,High School,North,251.91886299352515,14350.881226452962,85.8944464952629,25.71980786389537,21,No,Family Plan,2,4,Voice Plan,Morning,13,2,Debit Card,Late by >5 Days,19.92957630978759,703,0,Low,9,Low
CUST_00198,48,Female,Unemployed,$50K–$100K,2,Married,Masters,West,726.607336339505,16390.556896873568,13.795746327555566,51.21920299362459,39,No,Postpaid,1,2,Voice-Data Plan,Afternoon,49,7,Debit Card,Late by >5 Days,7.839059028842854,969,6,Low,6,High
CUST_00199,35,Female,Retired,$50K–$100K,4,Married,Bachelors,North,288.9717230502192,18183.298848969785,79.61738379692369,55.682900657639635,3,No,Corporate Plan,1,3,Voice-Data Plan,Morning,331,8,Credit Card,On Time,159.808747195105,635,9,Moderate,3,Medium
CUST_00200,19,Male,Student,$50K–$100K,3,Divorced,High School,East,580.6579380558921,18268.515307358226,102.73276239158368,13.980318557191382,40,No,Prepaid,4,2,Voice Plan,Afternoon,172,9,UPI,Late by <5 Days,271.194795330958,928,4,Moderate,7,High
CUST_00201,57,Male,Unemployed,<$50K,3,Married,High School,South,759.7233740568713,19283.811724941796,28.233920274295745,45.763239561674936,1,No,Family Plan,4,7,Voice Plan,Night,349,5,Debit Card,Late by >5 Days,241.64928360269923,570,5,High,0,High
CUST_00202,55,Male,Retired,$50K–$100K,1,Single,Masters,North,592.3660126743309,16975.063491583445,177.63420476961056,41.541303717943116,7,No,Prepaid,1,2,Voice Plan,Night,136,2,Net Banking,Late by >5 Days,83.10657714959841,564,4,Low,3,High
CUST_00203,33,Female,Student,$50K–$100K,5,Married,Masters,South,572.7982264939492,15364.79643996168,40.033148915646926,45.15505570153872,33,No,Corporate Plan,1,1,Voice-Data Plan,Night,292,5,Debit Card,Late by <5 Days,291.12693835710047,711,9,Low,6,Low
CUST_00204,61,Female,Student,$50K–$100K,2,Married,High School,South,726.8803549299816,4005.1744672081736,134.3162742799264,24.052913090730673,7,No,Prepaid,3,4,Voice Plan,Evening,248,1,Debit Card,Late by >5 Days,40.061597612845226,207,1,Moderate,4,Medium
CUST_00205,22,Male,Professional,>$100K,4,Single,Masters,South,908.3671581378818,18161.416210327046,101.4368792768313,1.47304805251092,37,No,Postpaid,0,9,Voice-Data Plan,Afternoon,15,2,Debit Card,Late by >5 Days,292.1221299943377,22,0,High,7,High
CUST_00206,44,Female,Retired,<$50K,5,Single,High School,West,909.0941251376352,17496.961260184245,184.64081173680592,27.69402599053405,36,No,Prepaid,4,2,Voice-Data Plan,Morning,78,8,Debit Card,On Time,315.61192581169706,811,8,Moderate,4,Medium
